"Prices","MargRev","Fit","LB","UB","Sample"
0.1,4.657112383587062,4.817833092504048,4.817833092505392,4.81783309250539,4.817833092505389
0.10714285714285715,3.976160002634682,4.704674347252486,4.646680707495778,4.8178338350450405,4.652859815147108
0.11428571428571428,3.378540955015634,4.5744783749088045,4.461587194203041,4.804205225240606,4.471200512255633
0.12142857142857144,2.8495493583769793,4.428509225194169,4.263871728436606,4.776875351659102,4.274657104006779
0.12857142857142856,2.377747304221984,4.268202875536065,4.054995299201851,4.735901069337027,4.065196047627799
0.13571428571428573,1.954104864790068,4.0951442065394055,3.8365400097442346,4.68149776397203,3.8449155705123936
0.14285714285714285,1.5713980978727768,3.9110413391190413,3.6103530841729983,4.614026305888337,3.6160104473620365
0.15,1.2237790502537287,3.717697900058593,3.3778399177058938,4.533998671457837,3.3807351217386117
0.15714285714285714,0.9064630329377117,3.5169838319078197,3.140550312560076,4.442077083830771,3.141366015363263
0.1642857142857143,0.6154974767547632,3.310805395309527,2.900163887480035,4.339056732577909,2.900163887480035
0.17142857142857143,0.34758857406325205,3.1010750254825883,2.6582706639456495,4.225858435516354,2.6593371009979374
0.17857142857142858,0.09996952644420531,2.8896816997940444,2.416296663498797,4.103517981109489,2.42100662216635
0.18571428571428572,-0.12970080322612532,2.678462450913151,2.1756837558357205,3.9731594106833024,2.187173527294637
0.1928571428571429,-0.34341671694203946,2.469175619471438,1.9377889165123563,3.8359906001898763,1.9596897152940724
0.2,-0.542887616412937,2.263476385684318,1.703866102384431,3.694424371074773,1.7402324311756587
0.20714285714285716,-0.7295871238021014,2.0628950490821696,1.474964523799043,3.5526176988313054,1.5302830961930491
0.21428571428571427,-0.9047923783176994,1.8688184459032968,1.2520218402800922,3.412372152203873,1.3311108187316019
0.22142857142857142,-1.0696157270120157,1.6824748038296724,1.03606875951291,3.275254169051223,1.14376083026153
0.2285714285714286,-1.225030473555794,1.504922240471472,0.8277440889540805,3.142637712520971,0.969047956905218
0.23571428571428574,-1.3718919454172678,1.3370410131888737,0.6275651499833282,3.0156970731583272,0.8075551035935064
0.24285714285714288,-1.5109548433036935,1.1795295321791641,0.43628243050758225,2.8953981452807738,0.6596365985503114
0.24999999999999997,-1.6428876164129367,1.0329040557656843,0.2542079274433639,2.782503820915053,0.5254261247842729
0.2571428571428571,-1.7682844418097616,0.8975018972135077,0.08160687282492858,2.6775964082924877,0.4048488558776623
0.2642857142857143,-1.8876752612005827,0.7734878963165789,-0.08100365440341951,2.5811529892820837,0.29763731862133663
0.27142857142857146,-2.001534232954292,0.660863837943602,-0.2336586559175252,2.493416344265037,0.20335042736565273
0.2785714285714286,-2.110286883812205,0.5594804442179196,-0.37592807236103526,2.414429990537976,0.12139507609879227
0.28571428571428575,-2.2143161878415096,0.4690515230398825,-0.5080750395358435,2.3442019187659136,0.05104963530669135
0.2928571428571428,-2.313967755785759,0.38916982576704734,-0.6300975989031242,2.2825695126439363,-0.008511318007711006
0.3,-2.409554283079604,0.3193241506236458,-0.7422516288440847,2.229251443618225,-0.05819170745266745
0.30714285714285716,-2.50135937721028,0.25891722613637,-0.8456997163318256,2.1838965620682607,-0.09894875146330187
0.31428571428571433,-2.589640863166185,0.20728391888382877,-0.9428469345285254,2.1460741065957905,-0.13176845663706563
0.32142857142857145,-2.67463364815897,0.1637093322963391,-1.0345339801252664,2.1153020276189474,-0.15764236878546836
0.3285714285714285,-2.7565522126862287,0.12744639528461674,-1.1214858128545027,2.0910274019612487,-0.17754607375661274
0.3357142857142857,-2.83559278358619,0.09773258093763859,-1.2044037996517702,2.0726581709454206,-0.19241986315377457
0.34285714285714286,-2.9119352354605565,0.07380544339585317,-1.2838376733903094,2.059677882317477,-0.20315189567225933
0.35000000000000003,-2.985744759270081,0.05491671444091683,-1.3601155859308132,2.0515652469581607,-0.21056409590851655
0.35714285714285715,-3.057173330698652,0.04034475722515428,-1.4334320335216353,2.04776984348915,-0.21540094211869368
0.36428571428571427,-3.12636100576868,0.029405232379578726,-1.5037966616622143,2.0444078641073715,-0.2183212053983188
0.37142857142857144,-3.193437066962388,0.021459888374611408,-1.5709993305897316,2.0390039017570625,-0.21989261772542504
0.3785714285714286,-3.2585210395935302,0.015923443205825314,-1.6346620826307552,2.031370171451375,-0.22058936764878587
0.38571428571428573,-3.3217235952489164,0.01226857497643923,-1.694277906389224,2.020934448695092,-0.22079225206397882
0.39285714285714285,-3.3831473566726773,0.01002908608988902,-1.7492614310115842,2.008230791977086,-0.2207912521458747
0.39999999999999997,-3.4428876164129374,0.00880134604337319,-1.7989932401334157,1.9937942479370134,-0.22079025224200968
0.40714285714285714,-3.501032979821458,0.00824415164501801,-1.8428568322504209,1.9775929394664855,-0.22091358313684473
0.4142857142857143,-3.55766594153609,0.0080771717249224,-1.8802708410632398,1.9590425799755726,-0.2212140458633498
0.42142857142857143,-3.612863403337877,0.008078162690246513,-1.9107299420558013,1.940416557270213,-0.22168205906483968
0.4285714285714286,-3.6666971402224613,0.008079155367768386,-1.933835772120821,1.92046201361932,-0.22225557130217266
0.4357142857142857,-3.719234220628394,0.00796181931559941,-1.9493105691107018,1.9001789798702164,-0.22283038883196873
0.4428571428571429,-3.7705373859981908,0.007652211945368414,-1.9592390456821496,1.8805321723786468,-0.22327058813310566
0.45,-3.8206653941907147,0.007115113616595283,-1.968274990771545,1.8604526595794983,-0.22341870949227288
